     0.00000     10.00000      0.00000     10.00000     10.00000
     0.00000     16.00000      0.00000     16.00000     16.00000
     1.00000      0.00000      1.00000      0.00000     21.00000
     1.00000      1.00000      1.00000      1.00000     22.00000
     2.00000     12.00000      2.00000     12.00000     54.00000
     3.00000     20.00000      3.00000     20.00000     83.00000
     4.00000      6.00000      4.00000      6.00000     90.00000
     4.00000      7.00000      4.00000      7.00000     91.00000
     4.00000      9.00000      4.00000      9.00000     93.00000
     4.00000     20.00000      4.00000     20.00000    104.00000
