    31.47731      7.99993      0.00000     10.00000     10.00000
    18.48667   -121.99999      1.00000      0.00000     21.00000
    18.48667   -109.00000      1.00000      1.00000     22.00000
     5.49604    124.99986      2.00000     19.00000     61.00000
     5.49604    137.99985      2.00000     20.00000     62.00000
    -7.49459    124.99986      3.00000     19.00000     82.00000
    -7.49459    137.99985      3.00000     20.00000     83.00000
   -20.48522    137.99985      4.00000     20.00000    104.00000
