   -33.47586     20.99992       5.00      11.00     116.00
   -33.47586     33.99992       5.00      12.00     117.00
   -33.47586     46.99991       5.00      13.00     118.00
   -33.47586     59.99990       5.00      14.00     119.00
   -33.47586     72.99989       5.00      15.00     120.00
   -33.47586     85.99989       5.00      16.00     121.00
   -33.47586     98.99988       5.00      17.00     122.00
   -33.47586    111.99987       5.00      18.00     123.00
   -33.47586    124.99986       5.00      19.00     124.00
   -33.47586    137.99985       5.00      20.00     125.00
