     0.00000      0.00000      2.674
     0.00000      1.00000      0.119
     0.00000      2.00000      0.217
     0.00000      3.00000      0.268
     0.00000      4.00000      0.276
     0.00000      5.00000      0.226
     0.00000      6.00000      0.228
     0.00000      7.00000      0.228
     0.00000      8.00000      0.314
     0.00000      9.00000      0.343
     0.00000     10.00000      0.375
     0.00000     11.00000      0.377
     0.00000     12.00000      0.339
     0.00000     13.00000      0.247
     0.00000     14.00000      0.144
     0.00000     15.00000      0.000
     0.00000     16.00000      0.000
     0.00000     17.00000      0.000
     0.00000     18.00000      0.000
     0.00000     19.00000      0.000
     0.00000     20.00000      0.000
     1.00000      0.00000      2.192
     1.00000      1.00000      0.990
     1.00000      2.00000      0.351
     1.00000      3.00000      0.333
     1.00000      4.00000      0.327
     1.00000      5.00000      0.293
     1.00000      6.00000      0.265
     1.00000      7.00000      0.334
     1.00000      8.00000      0.366
     1.00000      9.00000      0.382
     1.00000     10.00000      0.395
     1.00000     11.00000      0.408
     1.00000     12.00000      0.369
     1.00000     13.00000      0.331
     1.00000     14.00000      0.188
     1.00000     15.00000      0.170
     1.00000     16.00000      0.157
     1.00000     17.00000      0.000
     1.00000     18.00000      0.000
     1.00000     19.00000      0.000
     1.00000     20.00000      0.000
     2.00000      0.00000      1.622
     2.00000      1.00000      0.846
     2.00000      2.00000      0.432
     2.00000      3.00000      0.391
     2.00000      4.00000      0.346
     2.00000      5.00000      0.310
     2.00000      6.00000      0.279
     2.00000      7.00000      0.329
     2.00000      8.00000      0.367
     2.00000      9.00000      0.387
     2.00000     10.00000      0.585
     2.00000     11.00000      0.588
     2.00000     12.00000      0.511
     2.00000     13.00000      0.438
     2.00000     14.00000      0.285
     2.00000     15.00000      0.204
     2.00000     16.00000      0.172
     2.00000     17.00000      0.138
     2.00000     18.00000      0.000
     2.00000     19.00000      0.000
     2.00000     20.00000      0.000
     3.00000      0.00000      1.225
     3.00000      1.00000      0.408
     3.00000      2.00000      0.410
     3.00000      3.00000      0.396
     3.00000      4.00000      0.348
     3.00000      5.00000      0.313
     3.00000      6.00000      0.249
     3.00000      7.00000      0.228
     3.00000      8.00000      0.313
     3.00000      9.00000      0.351
     3.00000     10.00000      0.609
     3.00000     11.00000      0.641
     3.00000     12.00000      0.565
     3.00000     13.00000      0.468
     3.00000     14.00000      0.378
     3.00000     15.00000      0.272
     3.00000     16.00000      0.252
     3.00000     17.00000      0.205
     3.00000     18.00000      0.133
     3.00000     19.00000      0.095
     3.00000     20.00000      1.544
     4.00000      0.00000      0.383
     4.00000      1.00000      0.412
     4.00000      2.00000      0.403
     4.00000      3.00000      0.387
     4.00000      4.00000      0.307
     4.00000      5.00000      0.210
     4.00000      6.00000      0.209
     4.00000      7.00000      0.214
     4.00000      8.00000      0.035
     4.00000      9.00000      0.056
     4.00000     10.00000      0.579
     4.00000     11.00000      0.577
     4.00000     12.00000      0.523
     4.00000     13.00000      0.413
     4.00000     14.00000      0.360
     4.00000     15.00000      0.269
     4.00000     16.00000      0.259
     4.00000     17.00000      0.238
     4.00000     18.00000      0.204
     4.00000     19.00000      0.204
     4.00000     20.00000      0.967
     5.00000      0.00000      0.440
     5.00000      1.00000      0.407
     5.00000      2.00000      0.396
     5.00000      3.00000      0.304
     5.00000      4.00000      0.192
     5.00000      5.00000      0.210
     5.00000      6.00000      0.035
     5.00000      7.00000      0.000
     5.00000      8.00000      0.000
     5.00000      9.00000      0.000
     5.00000     10.00000      0.000
     5.00000     11.00000      0.000
     5.00000     12.00000      0.356
     5.00000     13.00000      0.340
     5.00000     14.00000      0.326
     5.00000     15.00000      0.274
     5.00000     16.00000      0.247
     5.00000     17.00000      0.236
     5.00000     18.00000      0.217
     5.00000     19.00000      0.219
     5.00000     20.00000      1.839
