     0.00000      0.00000     38.426
     0.00000      1.00000     37.516
     0.00000      2.00000     37.354
     0.00000      3.00000     37.305
     0.00000      4.00000     37.239
     0.00000      5.00000     37.221
     0.00000      6.00000     37.289
     0.00000      7.00000     37.375
     0.00000      8.00000     37.441
     0.00000      9.00000     37.441
     0.00000     10.00000     37.440
     0.00000     11.00000     37.474
     0.00000     12.00000     37.590
     0.00000     13.00000     37.787
     0.00000     14.00000     37.927
     0.00000     15.00000      0.000
     0.00000     16.00000      0.000
     0.00000     17.00000      0.000
     0.00000     18.00000      0.000
     0.00000     19.00000      0.000
     0.00000     20.00000      0.000
     1.00000      0.00000     37.630
     1.00000      1.00000     37.551
     1.00000      2.00000     37.339
     1.00000      3.00000     37.305
     1.00000      4.00000     37.295
     1.00000      5.00000     37.294
     1.00000      6.00000     37.367
     1.00000      7.00000     37.548
     1.00000      8.00000     37.553
     1.00000      9.00000     37.493
     1.00000     10.00000     37.456
     1.00000     11.00000     37.471
     1.00000     12.00000     37.593
     1.00000     13.00000     37.703
     1.00000     14.00000     37.927
     1.00000     15.00000     37.968
     1.00000     16.00000     37.997
     1.00000     17.00000      0.000
     1.00000     18.00000      0.000
     1.00000     19.00000      0.000
     1.00000     20.00000      0.000
     2.00000      0.00000     37.131
     2.00000      1.00000     37.463
     2.00000      2.00000     37.330
     2.00000      3.00000     37.364
     2.00000      4.00000     37.339
     2.00000      5.00000     37.344
     2.00000      6.00000     37.415
     2.00000      7.00000     37.562
     2.00000      8.00000     37.568
     2.00000      9.00000     37.499
     2.00000     10.00000     37.609
     2.00000     11.00000     37.673
     2.00000     12.00000     37.738
     2.00000     13.00000     37.861
     2.00000     14.00000     37.982
     2.00000     15.00000     37.975
     2.00000     16.00000     38.025
     2.00000     17.00000     38.032
     2.00000     18.00000      0.000
     2.00000     19.00000      0.000
     2.00000     20.00000      0.000
     3.00000      0.00000     37.195
     3.00000      1.00000     37.419
     3.00000      2.00000     37.412
     3.00000      3.00000     37.430
     3.00000      4.00000     37.402
     3.00000      5.00000     37.401
     3.00000      6.00000     37.421
     3.00000      7.00000     37.507
     3.00000      8.00000     37.513
     3.00000      9.00000     37.429
     3.00000     10.00000     37.653
     3.00000     11.00000     37.762
     3.00000     12.00000     37.854
     3.00000     13.00000     37.990
     3.00000     14.00000     38.132
     3.00000     15.00000     38.034
     3.00000     16.00000     38.003
     3.00000     17.00000     38.037
     3.00000     18.00000     38.111
     3.00000     19.00000     38.178
     3.00000     20.00000     37.490
     4.00000      0.00000     37.403
     4.00000      1.00000     37.407
     4.00000      2.00000     37.435
     4.00000      3.00000     37.426
     4.00000      4.00000     37.443
     4.00000      5.00000     37.440
     4.00000      6.00000     37.514
     4.00000      7.00000     37.568
     4.00000      8.00000     37.297
     4.00000      9.00000     37.266
     4.00000     10.00000     37.532
     4.00000     11.00000     37.778
     4.00000     12.00000     38.022
     4.00000     13.00000     38.190
     4.00000     14.00000     38.216
     4.00000     15.00000     38.065
     4.00000     16.00000     38.007
     4.00000     17.00000     38.037
     4.00000     18.00000     38.050
     4.00000     19.00000     38.060
     4.00000     20.00000     37.787
     5.00000      0.00000     37.319
     5.00000      1.00000     37.371
     5.00000      2.00000     37.407
     5.00000      3.00000     37.496
     5.00000      4.00000     37.439
     5.00000      5.00000     37.468
     5.00000      6.00000     37.718
     5.00000      7.00000      0.000
     5.00000      8.00000      0.000
     5.00000      9.00000      0.000
     5.00000     10.00000      0.000
     5.00000     11.00000     38.875
     5.00000     12.00000     38.116
     5.00000     13.00000     38.186
     5.00000     14.00000     38.198
     5.00000     15.00000     38.058
     5.00000     16.00000     38.023
     5.00000     17.00000     38.035
     5.00000     18.00000     38.064
     5.00000     19.00000     38.031
     5.00000     20.00000     37.390
