     0.00000      0.00000      0.291
     0.00000      1.00000      0.144
     0.00000      2.00000      0.297
     0.00000      3.00000      0.415
     0.00000      4.00000      0.428
     0.00000      5.00000      0.380
     0.00000      6.00000      0.349
     0.00000      7.00000      0.348
     0.00000      8.00000      0.499
     0.00000      9.00000      0.722
     0.00000     10.00000      0.907
     0.00000     11.00000      0.900
     0.00000     12.00000      0.680
     0.00000     13.00000      0.345
     0.00000     14.00000      0.097
     0.00000     15.00000      0.000
     0.00000     16.00000      0.000
     0.00000     17.00000      0.000
     0.00000     18.00000      0.000
     0.00000     19.00000      0.000
     0.00000     20.00000      0.000
     1.00000      0.00000      0.802
     1.00000      1.00000      0.580
     1.00000      2.00000      0.623
     1.00000      3.00000      0.675
     1.00000      4.00000      0.666
     1.00000      5.00000      0.565
     1.00000      6.00000      0.470
     1.00000      7.00000      0.555
     1.00000      8.00000      0.675
     1.00000      9.00000      0.853
     1.00000     10.00000      1.063
     1.00000     11.00000      1.143
     1.00000     12.00000      0.929
     1.00000     13.00000      0.630
     1.00000     14.00000      0.316
     1.00000     15.00000      0.255
     1.00000     16.00000      0.189
     1.00000     17.00000      0.000
     1.00000     18.00000      0.000
     1.00000     19.00000      0.000
     1.00000     20.00000      0.000
     2.00000      0.00000      1.064
     2.00000      1.00000      0.878
     2.00000      2.00000      0.933
     2.00000      3.00000      0.924
     2.00000      4.00000      0.792
     2.00000      5.00000      0.641
     2.00000      6.00000      0.531
     2.00000      7.00000      0.590
     2.00000      8.00000      0.687
     2.00000      9.00000      0.841
     2.00000     10.00000      1.252
     2.00000     11.00000      1.472
     2.00000     12.00000      1.295
     2.00000     13.00000      0.969
     2.00000     14.00000      0.581
     2.00000     15.00000      0.407
     2.00000     16.00000      0.302
     2.00000     17.00000      0.173
     2.00000     18.00000      0.000
     2.00000     19.00000      0.000
     2.00000     20.00000      0.000
     3.00000      0.00000      1.085
     3.00000      1.00000      0.961
     3.00000      2.00000      0.965
     3.00000      3.00000      0.891
     3.00000      4.00000      0.701
     3.00000      5.00000      0.541
     3.00000      6.00000      0.397
     3.00000      7.00000      0.352
     3.00000      8.00000      0.445
     3.00000      9.00000      0.569
     3.00000     10.00000      0.943
     3.00000     11.00000      1.250
     3.00000     12.00000      1.210
     3.00000     13.00000      0.997
     3.00000     14.00000      0.756
     3.00000     15.00000      0.555
     3.00000     16.00000      0.504
     3.00000     17.00000      0.361
     3.00000     18.00000      0.189
     3.00000     19.00000      0.125
     3.00000     20.00000      0.128
     4.00000      0.00000      0.978
     4.00000      1.00000      0.969
     4.00000      2.00000      0.852
     4.00000      3.00000      0.691
     4.00000      4.00000      0.453
     4.00000      5.00000      0.250
     4.00000      6.00000      0.139
     4.00000      7.00000      0.068
     4.00000      8.00000      0.045
     4.00000      9.00000      0.068
     4.00000     10.00000      0.356
     4.00000     11.00000      0.570
     4.00000     12.00000      0.757
     4.00000     13.00000      0.686
     4.00000     14.00000      0.607
     4.00000     15.00000      0.488
     4.00000     16.00000      0.523
     4.00000     17.00000      0.483
     4.00000     18.00000      0.369
     4.00000     19.00000      0.333
     4.00000     20.00000      0.394
     5.00000      0.00000      0.999
     5.00000      1.00000      0.872
     5.00000      2.00000      0.704
     5.00000      3.00000      0.395
     5.00000      4.00000      0.176
     5.00000      5.00000      0.044
     5.00000      6.00000      0.044
     5.00000      7.00000      0.000
     5.00000      8.00000      0.000
     5.00000      9.00000      0.000
     5.00000     10.00000      0.000
     5.00000     11.00000      0.024
     5.00000     12.00000      0.166
     5.00000     13.00000      0.326
     5.00000     14.00000      0.366
     5.00000     15.00000      0.410
     5.00000     16.00000      0.467
     5.00000     17.00000      0.497
     5.00000     18.00000      0.452
     5.00000     19.00000      0.452
     5.00000     20.00000      0.671
